"ID";"Telefon dienstlich";"Mobiltelefon";"Fax";"Telefon privat";"Pager-Nummer";"Andere Telefonnummer";"E-Mail dienstlich";"E-Mail privat";"Andere E-Mail";"Verantwortlich";"Logo";"Unternehmensname";"Unternehmenstyp";"Mitarbeiter";"Unternehmenswebsite";"Persönliche Seite";"Facebook-Seite";"LiveJournal";"Twitter";"Andere Website";"Skype-ID";"ICQ-Nummer";"MSN/Live!";"Jabber";"Andere Kontaktmöglichkeit";"Adresse";"Straße";"Zimmernummer / Raum";"Stadt";"Region";"Bundesland / Kanton";"PLZ";"Land";"Rechnungsadresse";"Straße (für Rechnungen)";"Zimmernummer / Raum (für Rechnungen)";"Stadt (für Rechnungen)";"Region (für Rechnungen)";"Bundesland / Kanton (für Rechnungen)";"PLZ (für Rechnungen)";"Land (für Rechnungen)";"Bankverbindung";"Branche";"Jahresgewinn";"Währung";"Kommentar";"Erstellt von";"Erstellt am";"Geändert von";"Geändert am";"Zusatz";"Straße";"PLZ";"Ort";"Land";"Sperrvermerk";"Attribute";"Klientensegmentierung";"Wunschklient";"Letzte Rechnungsstellung (Jahr)";"VS_Kontaktperson";
"2380";"";"";"";"";"";"";"";"";"";"Michael Kasteleiner";"";"PACOMA GmbH";"Klient";"<100";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Königsberger Str. 12<br />
37269 Eschwege<br />
Germany<br/>";"Königsberger Str. 12
37269 Eschwege
Germany";"";"";"";"";"";"";"";"Produktion";"0";"Euro";"";"Martin Akar";"13.08.2014 17:30:56";"Azra Avdagic";"22.06.2015 11:19:26";"";"Königsberger Str. 12";"37269 ";"Eschwege";"Deutschland";"";"";"";"nein";"";"";
"2381";"+49 (0)35600 340";"";"";"";"";"";"";"";"";"Johannes Gehrmann";"";"GMB Glasmanufaktur Brandenburg GmbH";"Klient";"200-350";"http://www.interfloat.de/de/";"";"";"";"";"";"";"";"";"";"";"Spremberger Strasse 4<br />
03130 Tschernitz<br/>";"Spremberger Strasse 4
03130 Tschernitz";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Produktion";"0";"Euro";"";"Johannes Gehrmann";"13.08.2014 17:40:33";"Martin Akar";"13.08.2014 18:52:26";"";"Spremberger Strasse 4";"03130";"Tschernitz";"";"";"";"";"nein";"";"";
"2382";"";"";"";"";"";"";"";"";"";"Martin Akar";"";"Hochtief AG";"Klient";">1000";"www.hochtief.de";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Produktion";"0";"Euro";"";"Martin Akar";"14.08.2014 20:11:32";"Martin Akar";"15.08.2014 11:45:59";"";"Opernplatz 2";"45128";"Essen";"Deutschland";"";"";"";"nein";"";"Martin Akar";
"2383";"037152010";"";"";"";"";"";"info@terrot.de";"";"";"Michael Kasteleiner";"";"Terrot GmbH";"Interessent";"200-350";"www.terrot.de";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Paul-Gruner-Str. 72b<br />
09120 Chemnitz<br/>";"Paul-Gruner-Str. 72b
09120 Chemnitz";"";"";"";"";"";"";"";"Produktion";"32";"Euro";"";"Martin Akar";"15.08.2014 11:12:33";"Michael Kasteleiner";"20.11.2014 12:21:35";"";"Paul-Gruner-Str. 72b";"09120";"Chemnitz";"Deutschland";"";"";"";"nein";"0";"Michael Kasteleiner";
"2384";"";"";"";"";"";"";"";"";"";"Azra Avdagic";"";"Universitätsbuchhandlung Krüper GmbH";"# nicht ausgewählt #";"<100";"www.krueper.de";"";"";"";"";"";"";"";"";"";"";"Frauenstr. 42<br />
D-48143 Münster<br/>";"Frauenstr. 42
D-48143 Münster";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"# nicht ausgewählt #";"0";"Euro";"";"Azra Avdagic";"21.08.2014 11:59:01";"Azra Avdagic";"21.08.2014 11:59:01";"";"";"";"";"";"";"";"";"nein";"";"";
"2385";"+49 711 892007-200";"";"";"";"";"";"info@suedbg.de";"";"";"Martin Akar";"";"Süd Beteiligungen GmbH";"PrivateEquity (PE)";"<100";"www.suedbg.de";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Finanzen";"0";"Euro";"";"Martin Akar";"28.08.2014 17:58:12";"Martin Akar";"28.08.2014 17:58:12";"";"Königstraße 10c";"70173";"Stuttgart";"Deutschland";"";"";"";"nein";"0";"";
"2386";"+423 (0) 373 44 11";"";"";"";"";"";"info@interfloat.com";"";"";"Martin Akar";"";"Interfloat Corporation";"Sonstiges";"200-350";"http://www.interfloat.com";"";"";"";"";"";"";"";"";"";"";"Grabenackerweg 3, FL-9491 Ruggell, Fürstentum Liechtenstein<br/>";"Grabenackerweg 3, FL-9491 Ruggell, Fürstentum Liechtenstein";"";"";"";"";"";"";"Grabenackerweg 3, FL-9491 Ruggell, Fürstentum Liechtenstein<br/>";"Grabenackerweg 3, FL-9491 Ruggell, Fürstentum Liechtenstein";"";"";"";"";"";"";"Raiffeisen Landesbank OÖ - NL München Konto: 8601312, Bankleitzahl: 74020100       SWIFT: RZOODE77, IBAN: DE24740201000008601312";"Produktion";"0";"Euro";"<strong>Interfloat Corporation</strong>, Grabenackerweg 3, FL-9491 Ruggell, Fürstentum Liechtenstein 	Telefon: +423 (0) 373 44 11, Fax: +423 (0) 373 44 13, eMail: <a href=""mailto:info@interfloat.com"">info@interfloat.com</a> 	Geschäftsführer: Ulrich Frei 	Umsatzsteueridentnr.: DE 130 518 158; Handelsregister: H.662/87 	Bankverbindung: Raiffeisen Landesbank OÖ - NL München Konto: 8601312, Bankleitzahl: 74020100 	SWIFT: RZOODE77, IBAN: DE24740201000008601312  ";"Kai Rädisch";"29.08.2014 18:04:45";"Kai Rädisch";"29.08.2014 18:07:10";"";"Grabenackerweg 3";"FL-9491";"Ruggell";"FL";"";"";"";"ja";"0";"Akar";
"2388";"+49 (0)271/ 692-0";"";"";"";"";"";"";"";"";"Martin Akar";"";"Dometic Seitz Siegen GmbH & Co. KG";"# nicht ausgewählt #";"<100";"";"";"";"";"";"";"";"";"";"";"";"In der Steinwiese 16<br />
57074 Siegen<br/>";"In der Steinwiese 16
57074 Siegen";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"# nicht ausgewählt #";"0";"Euro";"";"Martin Akar";"04.09.2014 17:51:08";"Martin Akar";"04.09.2014 17:51:08";"";"In der Steinwiese 16";"57074";"Siegen";"";"";"";"";"nein";"0";"Martin Akar";
"2389";"+49 (0)2351 8701 0 ";"";"+49 (0)2351 8701 100";"";"";"";"";"";"";"Azra Avdagic";"";"Strack Norma GmbH & Co. KG";"# nicht ausgewählt #";"<100";"";"";"";"";"";"";"";"";"";"";"";"Königsberger Straße 11<br />
58511 Lüdenscheid<br/>";"Königsberger Straße 11
58511 Lüdenscheid";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"# nicht ausgewählt #";"0";"Euro";"";"Azra Avdagic";"05.09.2014 15:55:06";"Azra Avdagic";"01.12.2014 14:43:37";"";"";"";"";"";"";"";"";"nein";"0";"";
"2391";"+49 (3923) 756-0";"";"";"";"";"";"";"";"";"Anna Ljubomirska";"";"Werkzeugmaschinenfarbrik Zerbst GmbH";"# nicht ausgewählt #";"<100";"www.wema-zerbst.de";"";"";"";"";"";"";"";"";"";"";"Norbert-Heßbrüggen-Straße 11<br />
39261 Zerbst<br/>";"Norbert-Heßbrüggen-Straße 11
39261 Zerbst";"";"";"";"";"";"";"Norbert-Heßbrüggen-Straße 11<br />
39261 Zerbst<br/>";"Norbert-Heßbrüggen-Straße 11
39261 Zerbst";"";"";"";"";"";"";"";"# nicht ausgewählt #";"0";"Euro";"";"Anna Ljubomirska";"09.09.2014 14:38:56";"Anna Ljubomirska";"09.09.2014 14:40:34";"";"";"";"";"";"";"Höchstleisterstudie 2014: Potenzieller Kandidat";"";"nein";"0";"";
"2392";"";"";"";"";"";"";"";"";"";"Nicole Tietz";"";"Stuttgarter Zeitung Verlagsgesellschaft mbH";"Medien";"<100";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"# nicht ausgewählt #";"0";"Euro";"";"Nicole Tietz";"10.09.2014 15:44:50";"Nicole Tietz";"10.09.2014 15:44:50";"Pressehaus Stuttgart";"Plieninger Straße 150 ";"70567";"Stuttgart";"";"";"";"";"nein";"0";"";
"2394";"";"";"";"";"";"";"";"";"";"Johannes Gehrmann";"";"Vulkan-Verlag GmbH";"Medien";"<100";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"# nicht ausgewählt #";"0";"Euro";"";"Johannes Gehrmann";"12.09.2014 16:39:44";"Johannes Gehrmann";"12.09.2014 16:39:44";"";"Friedrich-Ebert-Straße 55";"45127";"Essen ";"Deutschland";"";"";"";"nein";"0";"";
"2395";"+49 (0800) 1721212";"";"";"";"";"";"";"";"";"Anna Ljubomirska";"";"Vodafone GmbH";"# nicht ausgewählt #";"<100";"vodafone.de";"";"";"";"";"";"";"";"";"";"";"Ferdinand-Braun-Platz 1<br />
D-40549 Düsseldorf<br/>";"Ferdinand-Braun-Platz 1
D-40549 Düsseldorf";"";"";"";"";"";"";"Ferdinand-Braun-Platz 1<br />
D-40549 Düsseldorf<br/>";"Ferdinand-Braun-Platz 1
D-40549 Düsseldorf";"";"";"";"";"";"";"";"# nicht ausgewählt #";"0";"Euro";"";"Anna Ljubomirska";"15.09.2014 14:06:24";"Anna Ljubomirska";"09.10.2014 15:36:20";"";"";"";"";"";"";"";"";"nein";"0";"Judith Huther-Fries";
"2397";"+49 (6222) 82 00 ";"";"";"";"";"";"";"";"";"Anna Ljubomirska";"";"Heidelberger Druckmaschinen AG";"# nicht ausgewählt #";">1000";"www.heidelberg.com";"";"";"";"";"";"";"";"";"";"";"Gutenbergring 19-21<br />
69168 Wiesloch<br/>";"Gutenbergring 19-21
69168 Wiesloch";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"# nicht ausgewählt #";"0";"Euro";"Umsatz Gruppe 2014: 2,43 Milliarden EUR<br>";"Anna Ljubomirska";"15.09.2014 16:44:44";"Anja Hauenschild";"09.02.2015 12:39:51";"";"";"";"";"";"";"Höchstleisterstudie 2014: Potenzieller Kandidat";"";"nein";"0";"";
"2398";" +49 (9401) 70 – 0";"";"";"";"";"";"";"";"";"Anna Ljubomirska";"";"Krones AG";"# nicht ausgewählt #";"<100";"www.krones.com";"";"";"";"";"";"";"";"";"";"";"Böhmerwaldstraße 5<br />
93073 Neutraubling<br/>";"Böhmerwaldstraße 5
93073 Neutraubling";"";"";"";"";"";"";"Böhmerwaldstraße 5<br />
93073 Neutraubling<br/>";"Böhmerwaldstraße 5
93073 Neutraubling";"";"";"";"";"";"";"";"# nicht ausgewählt #";"0";"Euro";"";"Anna Ljubomirska";"15.09.2014 18:13:41";"Anna Ljubomirska";"30.09.2014 16:09:29";"";"";"";"";"";"";"Höchstleisterstudie 2014: Potenzieller Kandidat";"";"nein";"0";"";
"2399";"+49 (9665) 91400";"";"";"";"";"";"";"";"";"Anna Ljubomirska";"";"Linn High-Therm GmbH";"# nicht ausgewählt #";"<100";"";"";"";"";"";"";"";"";"";"";"";"Heinrich-Hertz-Platz 1<br />
92275 Hirschbach<br/>";"Heinrich-Hertz-Platz 1
92275 Hirschbach";"";"";"";"";"";"";"Heinrich-Hertz-Platz 1<br />
92275 Hirschbach<br/>";"Heinrich-Hertz-Platz 1
92275 Hirschbach";"";"";"";"";"";"";"";"# nicht ausgewählt #";"0";"Euro";"";"Anna Ljubomirska";"15.09.2014 18:26:38";"Anna Ljubomirska";"15.09.2014 18:28:04";"";"";"";"";"";"";"Höchstleisterstudie 2014: Potenzieller Kandidat";"";"nein";"0";"";
"2401";"+49 (6291)  93-0 ";"";"";"";"";"";"";"";"";"Anna Ljubomirska";"";"BLEICHERT Automation GmbH & Co. KG";"# nicht ausgewählt #";"<100";"www.bleichert.de";"";"";"";"";"";"";"";"";"";"";"Hans-Ulrich-Breymann-Straße 35<br />
74706 Osterburken<br/>";"Hans-Ulrich-Breymann-Straße 35
74706 Osterburken";"";"";"";"";"";"";"Hans-Ulrich-Breymann-Straße 35<br />
74706 Osterburken<br/>";"Hans-Ulrich-Breymann-Straße 35
74706 Osterburken";"";"";"";"";"";"";"";"# nicht ausgewählt #";"0";"Euro";"";"Anna Ljubomirska";"15.09.2014 18:55:44";"Anna Ljubomirska";"15.09.2014 18:55:44";"";"";"";"";"";"";"Höchstleisterstudie 2014: Potenzieller Kandidat";"";"nein";"0";"";
"2402";"+49 (07142) 78-0";"";"";"";"";"";"";"";"";"Anna Ljubomirska";"";"Dürr Aktiengesellschaft";"# nicht ausgewählt #";"<100";"";"";"";"";"";"";"";"";"";"";"";"Carl-Benz-Str. 34<br />
74321 Bietigheim-Bissingen<br/>";"Carl-Benz-Str. 34
74321 Bietigheim-Bissingen";"";"";"";"";"";"";"Carl-Benz-Str. 34<br />
74321 Bietigheim-Bissingen<br/>";"Carl-Benz-Str. 34
74321 Bietigheim-Bissingen";"";"";"";"";"";"";"";"# nicht ausgewählt #";"0";"Euro";"";"Anna Ljubomirska";"15.09.2014 19:08:14";"Anna Ljubomirska";"15.09.2014 19:08:14";"";"";"";"";"";"";"Höchstleisterstudie 2014: Potenzieller Kandidat";"";"nein";"0";"";
"2403";"+49 (761) 88510 ";"";"";"";"";"";"";"";"";"Anna Ljubomirska";"";"EFD Induction GmbH";"# nicht ausgewählt #";"<100";"http://www.efd-induction.com";"";"";"";"";"";"";"";"";"";"";"Lehener Str. 91<br />
D – 79106 Freiburg<br/>";"Lehener Str. 91
D – 79106 Freiburg";"";"";"";"";"";"";"Lehener Str. 91<br />
D – 79106 Freiburg<br/>";"Lehener Str. 91
D – 79106 Freiburg";"";"";"";"";"";"";"";"# nicht ausgewählt #";"0";"Euro";"";"Anna Ljubomirska";"15.09.2014 19:15:48";"Anna Ljubomirska";"15.09.2014 19:15:48";"";"";"";"";"";"";"Höchstleisterstudie 2014: Potenzieller Kandidat";"";"nein";"0";"";
"2404";"+49 (7031) 78-0";"";"";"";"";"";"";"";"";"Anna Ljubomirska";"";"Eisenmann AG";"# nicht ausgewählt #";"<100";"www.eisenmann.com";"";"";"";"";"";"";"";"";"";"";"Tübinger Straße 81<br />
71032 Böblingen<br/>";"Tübinger Straße 81
71032 Böblingen";"";"";"";"";"";"";"Tübinger Straße 81<br />
71032 Böblingen<br/>";"Tübinger Straße 81
71032 Böblingen";"";"";"";"";"";"";"";"# nicht ausgewählt #";"0";"Euro";"";"Anna Ljubomirska";"15.09.2014 19:21:33";"Anna Ljubomirska";"15.09.2014 19:21:33";"";"";"";"";"";"";"Höchstleisterstudie 2014: Potenzieller Kandidat";"";"nein";"0";"";
"2405";"+49 (711) 34 05-0";"";"";"";"";"";" info@gehring.de";"";"";"Azra Avdagic";"";"Gehring Technologies GmbH";"# nicht ausgewählt #";"<100";"www.gehring.de";"";"";"";"";"";"";"";"";"";"";"Gehringstr. 28<br />
73760 Ostfildern<br/>";"Gehringstr. 28
73760 Ostfildern";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"# nicht ausgewählt #";"0";"Euro";"Umsatz Gruppe 2012: 130 Millionen €<br>";"Anna Ljubomirska";"16.09.2014 14:18:18";"Anna Ljubomirska";"20.11.2015 12:53:18";"";"";"";"";"";"";"Höchstleisterstudie 2014: Potenzieller Kandidat";"";"nein";"0";"";
"2406";"+49 (7381) 186-0";"";"";"";"";"";"";"";"";"Anna Ljubomirska";"";"Genkinger-HUBTEX GmbH";"# nicht ausgewählt #";"<100";"www.genkinger-hubtex.com";"";"";"";"";"";"";"";"";"";"";"Albstraße 49<br />
D-72525 Münsingen<br/>";"Albstraße 49
D-72525 Münsingen";"";"";"";"";"";"";"Albstraße 49<br />
D-72525 Münsingen<br/>";"Albstraße 49
D-72525 Münsingen";"";"";"";"";"";"";"";"# nicht ausgewählt #";"0";"Euro";"";"Anna Ljubomirska";"16.09.2014 14:30:03";"Anna Ljubomirska";"16.09.2014 14:30:03";"";"";"";"";"";"";"Höchstleisterstudie 2014: Potenzieller Kandidat";"";"nein";"0";"";
"2407";"+49 (711) 3191-0";"";"";"";"";"";"info@index-werke.de";"";"";"Anna Ljubomirska";"";"INDEX-Werke GmbH & Co.KG";"# nicht ausgewählt #";"<100";"www.index-werke.de";"";"";"";"";"";"";"";"";"";"";"Plochinger Straße 92<br />
73730 Esslingen<br/>";"Plochinger Straße 92
73730 Esslingen";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"# nicht ausgewählt #";"0";"Euro";"";"Anna Ljubomirska";"16.09.2014 15:05:26";"Azra Avdagic";"01.07.2015 11:46:51";"Hahn & Tessky";"";"";"";"";"";"Höchstleisterstudie 2014: Potenzieller Kandidat";"B-Kunde = über 150 Mio. Umsatz";"nein";"0";"";
"2408";"+49 (711) 69971 - 0 ";"";"";"";"";"";"";"";"";"Anna Ljubomirska";"";"KBA-MetalPrint GmbH";"# nicht ausgewählt #";"<100";"www.kba-metalprint.com";"";"";"";"";"";"";"";"";"";"";"Wernerstr. 119-129<br />
70435 Stuttgart<br/>";"Wernerstr. 119-129
70435 Stuttgart";"";"";"";"";"";"";"Wernerstr. 119-129<br />
70435 Stuttgart<br/>";"Wernerstr. 119-129
70435 Stuttgart";"";"";"";"";"";"";"";"# nicht ausgewählt #";"0";"Euro";"";"Anna Ljubomirska";"17.09.2014 18:02:44";"Anna Ljubomirska";"17.09.2014 18:02:44";"";"";"";"";"";"";"Höchstleisterstudie 2014: Potenzieller Kandidat";"";"nein";"0";"";
"2409";"";"";"";"";"";"";"";"";"";"Anna Ljubomirska";"";"babcock Noell GmbH";"# nicht ausgewählt #";"<100";"";"";"";"";"";"";"";"";"";"";"";"Alfred Nobel Str. 20<br />
97080 Würzburg<br/>";"Alfred Nobel Str. 20
97080 Würzburg";"";"";"";"";"";"";"Alfred Nobel Str. 20<br />
97080 Würzburg<br/>";"Alfred Nobel Str. 20
97080 Würzburg";"";"";"";"";"";"";"";"# nicht ausgewählt #";"0";"Euro";"";"Anna Ljubomirska";"17.09.2014 18:18:22";"Anna Ljubomirska";"17.09.2014 18:18:22";"";"";"";"";"";"";"Höchstleisterstudie 2014: Potenzieller Kandidat";"";"nein";"0";"";
"2410";"+49 (8121) 802-0";"";"";"";"";"";"";"";"";"Anna Ljubomirska";"";"Seidenader Maschinenbau GmbH";"# nicht ausgewählt #";"<100";"www.seidenader.de";"";"";"";"";"";"";"";"";"";"";"Lilienthalstr. 8<br />
85570 Markt Schwaben<br/>";"Lilienthalstr. 8
85570 Markt Schwaben";"";"";"";"";"";"";"Lilienthalstr. 8<br />
85570 Markt Schwaben<br/>";"Lilienthalstr. 8
85570 Markt Schwaben";"";"";"";"";"";"";"";"# nicht ausgewählt #";"0";"Euro";"";"Anna Ljubomirska";"18.09.2014 17:33:10";"Anna Ljubomirska";"18.09.2014 17:33:10";"";"";"";"";"";"";"Höchstleisterstudie 2014: Potenzieller Kandidat";"";"nein";"0";"";
"2411";"+49 (7940) 128 0";"";"";"";"";"";"";"";"";"Anna Ljubomirska";"";"STAHL CraneSystems GmbH";"# nicht ausgewählt #";"<100";"www.stahlcranes.de";"";"";"";"";"";"";"";"";"";"";"Daimlerstraße 6<br />
74653 Künzelsau<br/>";"Daimlerstraße 6
74653 Künzelsau";"";"";"";"";"";"";"Daimlerstraße 6<br />
74653 Künzelsau<br/>";"Daimlerstraße 6
74653 Künzelsau";"";"";"";"";"";"";"";"# nicht ausgewählt #";"0";"Euro";"";"Anna Ljubomirska";"18.09.2014 17:40:13";"Anna Ljubomirska";"18.09.2014 17:40:13";"";"";"";"";"";"";"Höchstleisterstudie 2014: Potenzieller Kandidat";"";"nein";"0";"";
"2412";"+49 (7221) 50 09-0";"";"";"";"";"";"";"";"";"Benno Löffler";"";"ARKU Maschinenbau GmbH";"# nicht ausgewählt #";"<100";"www.arku.de";"";"";"";"";"";"";"";"";"";"";"Siemensstrasse 11<br />
76532 Baden-Baden<br/>";"Siemensstrasse 11
76532 Baden-Baden";"";"";"";"";"";"";"Siemensstrasse 11<br />
76532 Baden-Baden<br/>";"Siemensstrasse 11
76532 Baden-Baden";"";"";"";"";"";"";"";"# nicht ausgewählt #";"0";"Euro";"";"Anna Ljubomirska";"18.09.2014 17:49:34";"Beate Büder-Wendelborn";"20.05.2016 09:00:03";"";"";"";"";"";"";"Höchstleisterstudie 2014: Potenzieller Kandidat";"D-Kunde = unter 50 Mio. Umsatz";"nein";"0";"";
"2414";"+49 (40) 37082-0";"";"";"";"";"";"";"";"";"Anna Ljubomirska";"";"MAN Diesel & Turbo";"# nicht ausgewählt #";"<100";"";"";"";"";"";"";"";"";"";"";"";"Hermann-Blohm-Str. 5<br />
20457 Hamburg<br/>";"Hermann-Blohm-Str. 5
20457 Hamburg";"";"";"";"";"";"";"Hermann-Blohm-Str. 5<br />
20457 Hamburg<br/>";"Hermann-Blohm-Str. 5
20457 Hamburg";"";"";"";"";"";"";"";"# nicht ausgewählt #";"0";"Euro";"";"Anna Ljubomirska";"19.09.2014 10:48:33";"Anna Ljubomirska";"19.09.2014 10:48:33";"";"";"";"";"";"";"Höchstleisterstudie 2014: Potenzieller Kandidat";"";"nein";"0";"";
"2415";"+49 (7426) 95-0 ";"";"";"";"";"";" info@hermle.de";"";"";"Anna Ljubomirska";"";"Maschinenfabrik Berthold Hermle AG";"# nicht ausgewählt #";"<100";"www.hermle.de";"";"";"";"";"";"";"";"";"";"";"Industriestraße 8-12<br />
78559 Gosheim<br/>";"Industriestraße 8-12
78559 Gosheim";"";"";"";"";"";"";"Industriestraße 8-12<br />
78559 Gosheim<br/>";"Industriestraße 8-12
78559 Gosheim";"";"";"";"";"";"";"";"# nicht ausgewählt #";"0";"Euro";"";"Anna Ljubomirska";"19.09.2014 11:21:33";"Anja Hauenschild";"11.02.2015 12:21:42";"";"";"";"";"";"";"Höchstleisterstudie 2014: Potenzieller Kandidat";"";"nein";"0";"";
"2416";"";"";"";"";"";"";"";"";"";"Nicole Tietz";"";"ManSysCon";"# nicht ausgewählt #";"<100";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"# nicht ausgewählt #";"0";"Euro";"";"Nicole Tietz";"19.09.2014 16:29:31";"Nicole Tietz";"19.09.2014 16:29:31";"";"Tempelherrenstr. 5";"10961";"Berlin";"";"";"";"";"nein";"0";"";
"2418";"";"";"";"";"";"";"";"";"";"Martin Akar";"";"HKS Dreh-Antriebe GmbH";"Klient";"200-350";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Leipziger Straße 55<br />
63607 Wächtersbach-Aufenau<br/>";"Leipziger Straße 55
63607 Wächtersbach-Aufenau";"";"";"";"";"";"";"";"# nicht ausgewählt #";"0";"Euro";"";"Martin Akar";"22.09.2014 17:23:35";"Martin Akar";"22.09.2014 17:23:35";"";"Leipziger Straße 55";"63607";"Wächtersbach-Aufenau";"";"";"";"";"nein";"0";"Martin Akar";
"2419";"";"";"";"";"";"";"";"";"";"Martin Akar";"";"Schlote Gruppe";"# nicht ausgewählt #";"200-350";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"# nicht ausgewählt #";"0";"Euro";"Herrn Dietrich Stockmeier beim IFA kennengelernt<br>";"Martin Akar";"23.09.2014 14:47:41";"Martin Akar";"23.09.2014 14:47:41";"";"";"";"";"";"";"";"";"nein";"0";"Martin Akar";
"2420";"";"";"";"";"";"";"";"";"";"Nicole Tietz";"";"Schumann + Stender (Elektro)";"Sonstiges";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Kontakt über Herrn Klein, Elektro<br/>";"Kontakt über Herrn Klein, Elektro";"";"";"";"";"";"";"";"Sonstiges";"";"";"";"Nicole Tietz";"23.09.2014 15:25:54";"Nicole Tietz";"23.09.2014 15:25:54";"";"";"";"";"";"";"";"";"nein";"";"";
"2421";"+49 5032 95 47 50";"";"";"";"";"";"";"";"";"Azra Avdagic";"";"Maschinen- & Formenbau Leinetal MFL GmbH";"# nicht ausgewählt #";"<100";"www.mfl-leinetal.de";"";"";"";"";"";"";"";"";"";"";"Basser Straße 2a<br />
31535 Neustadt a. Rbge.<br/>";"Basser Straße 2a
31535 Neustadt a. Rbge.";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"# nicht ausgewählt #";"0";"Euro";"";"Azra Avdagic";"23.09.2014 15:45:44";"Azra Avdagic";"23.09.2014 15:46:07";"";"";"";"";"";"";"";"";"nein";"0";"";
"2422";"+49 (0) 511 72638-0";"";"";"";"";"";"";"";"";"Azra Avdagic";"";"wistro Elektro-Mechanik GmbH";"# nicht ausgewählt #";"<100";"";"";"";"";"";"";"";"";"";"";"";"Berliner Allee 29-31<br />
30855 Langenhagen<br/>";"Berliner Allee 29-31
30855 Langenhagen";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"# nicht ausgewählt #";"0";"Euro";"";"Azra Avdagic";"23.09.2014 15:54:16";"Azra Avdagic";"23.09.2014 15:54:16";"";"";"";"";"";"";"";"";"nein";"0";"";
"2423";"+49 2102 94226-0";"";"";"";"";"";"";"";"";"Azra Avdagic";"";"Targus Management Consulting AG";"# nicht ausgewählt #";"<100";"www.targusconsulting.de";"";"";"";"";"";"";"";"";"";"";"Dechenstraße 7<br />
40878 Ratingen<br/>";"Dechenstraße 7
40878 Ratingen";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"# nicht ausgewählt #";"0";"Euro";"";"Azra Avdagic";"23.09.2014 16:00:38";"Azra Avdagic";"23.09.2014 16:00:38";"";"";"";"";"";"";"";"";"nein";"0";"";
"2424";"";"";"";"";"";"";"";"";"";"Azra Avdagic";"";"Wohlenberg";"# nicht ausgewählt #";"<100";"www.wohlenberg.com";"";"";"";"";"";"";"";"";"";"";"Nikolaus-Kopernikus-Str. 7<br />
27283 Verden Aller<br/>";"Nikolaus-Kopernikus-Str. 7
27283 Verden Aller";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"# nicht ausgewählt #";"0";"Euro";"";"Azra Avdagic";"23.09.2014 16:04:33";"Azra Avdagic";"23.09.2014 16:04:33";"";"";"";"";"";"";"";"";"nein";"0";"";
"2425";"+49 30 28 04 88 0";"";"";"";"";"";"info@partake.de";"";"";"Martin Akar";"";"partake AG";"# nicht ausgewählt #";"<100";"www.partake.de";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Haus Cumberland<br />
Kurfürstendamm 194<br />
10707 Berlin<br/>";"Haus Cumberland
Kurfürstendamm 194
10707 Berlin";"";"";"";"";"";"";"";"# nicht ausgewählt #";"0";"Euro";"";"Martin Akar";"24.09.2014 11:55:30";"Martin Akar";"24.09.2014 11:55:30";"";"Kurfürstendamm 194";"10707";"Berlin";"";"";"";"";"nein";"0";"Martin Akar";
"2426";"";"";"";"";"";"";"";"";"";"Nicole Tietz";"";"Audi Akademie GmbH";"Klient";"<100";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"# nicht ausgewählt #";"0";"Euro";"";"Nicole Tietz";"24.09.2014 12:52:59";"Nicole Tietz";"24.09.2014 12:52:59";"";"Egerlandstraße 7";"85053";"Ingolstadt";"";"";"";"";"nein";"0";"";
